"Município";"2015";"2016";"2017";"2018";"2019";"2020";" Total"
"315740 SANTA CRUZ DO ESCALVADO";"74";"213";"242";"596";"298";"827";"2250"
"315750 SANTA EFIGENIA DE MINAS";"98";"159";"188";"488";"528";"475";"1936"
"315760 SANTA FE DE MINAS";"73";"94";"635";"241";"343";"772";"2158"
"315765 SANTA HELENA DE MINAS";"150";"251";"201";"730";"1342";"426";"3100"
"315770 SANTA JULIANA";"249";"765";"1820";"1637";"2139";"1806";"8416"
"315780 SANTA LUZIA";"4912";"6403";"5914";"14199";"15048";"14817";"61293"
"315790 SANTA MARGARIDA";"311";"520";"475";"1224";"1219";"809";"4558"
"315800 SANTA MARIA DE ITABIRA";"102";"355";"331";"1342";"841";"1416";"4387"
"315810 SANTA MARIA DO SALTO";"62";"87";"100";"140";"355";"277";"1021"
"315820 SANTA MARIA DO SUACUI";"208";"293";"330";"439";"730";"684";"2684"
"315830 SANTANA DA VARGEM";"111";"213";"170";"191";"363";"583";"1631"
"315840 SANTANA DE CATAGUASES";"31";"53";"48";"186";"255";"272";"845"
"315850 SANTANA DE PIRAPAMA";"124";"166";"1013";"765";"324";"690";"3082"
"315860 SANTANA DO DESERTO";"106";"87";"108";"119";"265";"52";"737"
"315870 SANTANA DO GARAMBEU";"27";"58";"115";"316";"222";"149";"887"
"315880 SANTANA DO JACARE";"100";"76";"93";"170";"189";"126";"754"
"315890 SANTANA DO MANHUACU";"46";"150";"216";"344";"808";"273";"1837"
"315895 SANTANA DO PARAISO";"599";"1077";"898";"3680";"2628";"3524";"12406"
"315900 SANTANA DO RIACHO";"86";"176";"129";"408";"326";"203";"1328"
"315910 SANTANA DOS MONTES";"37";"74";"260";"141";"166";"144";"822"
"315920 SANTA RITA DE CALDAS";"83";"158";"330";"606";"592";"777";"2546"
"315930 SANTA RITA DE JACUTINGA";"60";"121";"117";"193";"326";"221";"1038"
"315935 SANTA RITA DE MINAS";"44";"179";"541";"966";"589";"868";"3187"
"315940 SANTA RITA DE IBITIPOCA";"63";"84";"90";"434";"277";"1122";"2070"
"315950 SANTA RITA DO ITUETO";"113";"219";"263";"789";"587";"739";"2710"
"315960 SANTA RITA DO SAPUCAI";"782";"1316";"1431";"3724";"3466";"4272";"14991"
"315970 SANTA ROSA DA SERRA";"60";"77";"552";"267";"209";"164";"1329"
"315980 SANTA VITORIA";"283";"633";"657";"2141";"1270";"1478";"6462"
"315990 SANTO ANTONIO DO AMPARO";"199";"464";"486";"2113";"3469";"2253";"8984"
"316000 SANTO ANTONIO DO AVENTUREIRO";"35";"80";"153";"396";"745";"367";"1776"
"316010 SANTO ANTONIO DO GRAMA";"65";"137";"92";"386";"337";"1130";"2147"
"316020 SANTO ANTONIO DO ITAMBE";"119";"151";"265";"441";"380";"191";"1547"
"316030 SANTO ANTONIO DO JACINTO";"206";"125";"206";"337";"363";"424";"1661"
"316040 SANTO ANTONIO DO MONTE";"702";"810";"619";"2639";"1731";"1475";"7976"
"316045 SANTO ANTONIO DO RETIRO";"157";"248";"149";"431";"516";"414";"1915"
"316050 SANTO ANTONIO DO RIO ABAIXO";"26";"43";"33";"153";"154";"39";"448"
"316060 SANTO HIPOLITO";"51";"60";"46";"64";"141";"225";"587"
"316070 SANTOS DUMONT";"590";"1779";"1256";"2087";"3825";"3139";"12676"
"316080 SAO BENTO ABADE";"102";"112";"138";"153";"448";"637";"1590"
"316090 SAO BRAS DO SUACUI";"76";"128";"170";"440";"315";"217";"1346"
"316095 SAO DOMINGOS DAS DORES";"126";"215";"603";"802";"562";"566";"2874"
"316100 SAO DOMINGOS DO PRATA";"425";"481";"379";"641";"1288";"1613";"4827"
"316105 SAO FELIX DE MINAS";"81";"188";"138";"481";"509";"317";"1714"
"316110 SAO FRANCISCO";"1380";"2207";"2440";"5894";"4669";"4274";"20864"
"316120 SAO FRANCISCO DE PAULA";"101";"130";"153";"286";"293";"826";"1789"
"316130 SAO FRANCISCO DE SALES";"98";"177";"134";"838";"420";"321";"1988"
"316140 SAO FRANCISCO DO GLORIA";"55";"97";"216";"90";"152";"314";"924"
"316150 SAO GERALDO";"151";"200";"199";"689";"797";"450";"2486"
"316160 SAO GERALDO DA PIEDADE";"67";"101";"97";"149";"214";"112";"740"
"316165 SAO GERALDO DO BAIXIO";"49";"60";"96";"217";"231";"232";"885"
"316170 SAO GONCALO DO ABAETE";"101";"252";"159";"162";"325";"623";"1622"
"316180 SAO GONCALO DO PARA";"210";"355";"445";"1047";"969";"1051";"4077"
"316190 SAO GONCALO DO RIO ABAIXO";"353";"580";"620";"1418";"1097";"2267";"6335"
"316200 SAO GONCALO DO SAPUCAI";"495";"670";"472";"755";"2383";"695";"5470"
"316210 SAO GOTARDO";"919";"1726";"1205";"2073";"3234";"3162";"12319"
"316220 SAO JOAO BATISTA DO GLORIA";"123";"221";"184";"171";"309";"370";"1378"
"316225 SAO JOAO DA LAGOA";"76";"109";"90";"105";"344";"276";"1000"
"316230 SAO JOAO DA MATA";"36";"66";"87";"164";"183";"154";"690"
"316240 SAO JOAO DA PONTE";"483";"463";"526";"1502";"1537";"1054";"5565"
"316245 SAO JOAO DAS MISSOES";"475";"740";"647";"1460";"1232";"1891";"6445"
"316250 SAO JOAO DEL REI";"1470";"2459";"3453";"14184";"6628";"4676";"32870"
"316255 SAO JOAO DO MANHUACU";"197";"352";"298";"408";"930";"185";"2370"
"316257 SAO JOAO DO MANTENINHA";"106";"157";"150";"432";"447";"375";"1667"
"316260 SAO JOAO DO ORIENTE";"389";"240";"222";"639";"797";"691";"2978"
"316265 SAO JOAO DO PACUI";"74";"122";"93";"126";"354";"261";"1030"
"316270 SAO JOAO DO PARAISO";"348";"495";"855";"1526";"1765";"1093";"6082"
"316280 SAO JOAO EVANGELISTA";"325";"424";"796";"759";"993";"1657";"4954"
"316290 SAO JOAO NEPOMUCENO";"608";"864";"983";"1232";"1380";"1194";"6261"
"316292 SAO JOAQUIM DE BICAS";"755";"1078";"1454";"1946";"2555";"1605";"9393"
"316294 SAO JOSE DA BARRA";"90";"197";"97";"175";"385";"206";"1150"
"316295 SAO JOSE DA LAPA";"620";"838";"633";"620";"1494";"1241";"5446"
"316300 SAO JOSE DA SAFIRA";"102";"143";"121";"144";"251";"254";"1015"
"316310 SAO JOSE DA VARGINHA";"85";"81";"41";"50";"174";"608";"1039"
"316320 SAO JOSE DO ALEGRE";"56";"96";"24";"169";"196";"346";"887"
"316330 SAO JOSE DO DIVINO";"124";"152";"517";"390";"357";"386";"1926"
"316340 SAO JOSE DO GOIABAL";"55";"225";"127";"457";"338";"219";"1421"
"316350 SAO JOSE DO JACURI";"134";"370";"623";"626";"633";"520";"2906"
"316360 SAO JOSE DO MANTIMENTO";"93";"60";"93";"131";"230";"22";"629"
"316370 SAO LOURENCO";"598";"1213";"1209";"3120";"3695";"1941";"11776"
"316380 SAO MIGUEL DO ANTA";"84";"98";"106";"180";"521";"318";"1307"
"316390 SAO PEDRO DA UNIAO";"56";"161";"172";"289";"343";"283";"1304"
"316400 SAO PEDRO DOS FERROS";"104";"223";"233";"592";"420";"1049";"2621"
"316410 SAO PEDRO DO SUACUI";"65";"145";"103";"196";"423";"338";"1270"
"316420 SAO ROMAO";"140";"254";"235";"323";"452";"482";"1886"
"316430 SAO ROQUE DE MINAS";"84";"149";"91";"109";"293";"149";"875"
"316440 SAO SEBASTIAO DA BELA VISTA";"62";"205";"140";"385";"688";"535";"2015"
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";"50";"91";"104";"434";"324";"489";"1492"
"316447 SAO SEBASTIAO DO ANTA";"221";"287";"232";"604";"457";"559";"2360"
"316450 SAO SEBASTIAO DO MARANHAO";"119";"223";"268";"306";"344";"373";"1633"
"316460 SAO SEBASTIAO DO OESTE";"427";"659";"367";"550";"867";"839";"3709"
"316470 SAO SEBASTIAO DO PARAISO";"1901";"3111";"2286";"3073";"4474";"3907";"18752"
"316480 SAO SEBASTIAO DO RIO PRETO";"13";"26";"55";"96";"56";"619";"865"
"316490 SAO SEBASTIAO DO RIO VERDE";"45";"54";"30";"38";"81";"126";"374"
"316500 SAO TIAGO";"301";"247";"263";"1283";"845";"1312";"4251"
"316510 SAO TOMAS DE AQUINO";"124";"240";"173";"740";"513";"441";"2231"
"316520 SAO THOME DAS LETRAS";"93";"166";"141";"277";"335";"363";"1375"
"316530 SAO VICENTE DE MINAS";"112";"131";"269";"731";"425";"492";"2160"
"316540 SAPUCAI-MIRIM";"88";"87";"243";"758";"364";"429";"1969"
"316550 SARDOA";"107";"186";"166";"176";"754";"425";"1814"
"316553 SARZEDO";"874";"1202";"2091";"2594";"4562";"2324";"13647"
"316555 SETUBINHA";"224";"371";"341";"979";"467";"888";"3270"
"316556 SEM-PEIXE";"22";"19";"26";"114";"123";"315";"619"
"316557 SENADOR AMARAL";"164";"208";"251";"455";"690";"431";"2199"
"316560 SENADOR CORTES";"47";"63";"69";"93";"174";"109";"555"
"316570 SENADOR FIRMINO";"242";"184";"222";"425";"353";"443";"1869"
"316580 SENADOR JOSE BENTO";"15";"25";"22";"15";"42";"39";"158"
"316590 SENADOR MODESTINO GONCALVES";"97";"50";"99";"79";"145";"29";"499"
"316600 SENHORA DE OLIVEIRA";"80";"149";"126";"334";"180";"198";"1067"
"316610 SENHORA DO PORTO";"47";"93";"96";"297";"138";"210";"881"
"316620 SENHORA DOS REMEDIOS";"181";"191";"235";"305";"518";"1338";"2768"
"316630 SERICITA";"166";"345";"307";"843";"622";"752";"3035"
"316640 SERITINGA";"18";"38";"82";"332";"193";"168";"831"
"316650 SERRA AZUL DE MINAS";"165";"139";"132";"570";"227";"130";"1363"
"316660 SERRA DA SAUDADE";"15";"23";"48";"122";"27";"22";"257"
"316670 SERRA DOS AIMORES";"242";"274";"607";"1017";"347";"293";"2780"
"316680 SERRA DO SALITRE";"241";"546";"603";"826";"1219";"830";"4265"
"316690 SERRANIA";"179";"328";"821";"662";"618";"632";"3240"
"316695 SERRANOPOLIS DE MINAS";"53";"69";"83";"392";"215";"527";"1339"
"316700 SERRANOS";"23";"28";"42";"152";"140";"80";"465"
"316710 SERRO";"281";"374";"628";"1666";"1880";"1540";"6369"
"316720 SETE LAGOAS";"3945";"6304";"5532";"9107";"12946";"11160";"48994"
"316730 SILVEIRANIA";"26";"52";"43";"160";"168";"170";"619"
"316740 SILVIANOPOLIS";"106";"145";"122";"164";"334";"386";"1257"
"316750 SIMAO PEREIRA";"61";"39";"47";"289";"186";"119";"741"
"316760 SIMONESIA";"392";"633";"686";"1507";"1354";"1543";"6115"
"316770 SOBRALIA";"91";"145";"191";"282";"302";"305";"1316"
"316780 SOLEDADE DE MINAS";"87";"127";"125";"434";"343";"248";"1364"
"316790 TABULEIRO";"78";"162";"89";"369";"288";"311";"1297"
"316800 TAIOBEIRAS";"539";"1033";"779";"1686";"1705";"469";"6211"
"316805 TAPARUBA";"43";"101";"101";"222";"434";"163";"1064"
"316810 TAPIRA";"64";"151";"138";"332";"441";"343";"1469"
"316820 TAPIRAI";"8";"27";"32";"42";"62";"81";"252"
"316830 TAQUARACU DE MINAS";"82";"44";"51";"222";"128";"68";"595"
"316840 TARUMIRIM";"291";"69";"196";"465";"539";"800";"2360"
"316850 TEIXEIRAS";"153";"198";"165";"636";"409";"744";"2305"
"316860 TEOFILO OTONI";"2314";"4798";"5038";"9681";"10579";"11712";"44122"
"316870 TIMOTEO";"1909";"2312";"2887";"6040";"7476";"6554";"27178"
"316880 TIRADENTES";"90";"206";"188";"856";"704";"460";"2504"
"316890 TIROS";"151";"215";"181";"391";"625";"570";"2133"
"316900 TOCANTINS";"332";"450";"407";"488";"1092";"1488";"4257"
"316905 TOCOS DO MOJI";"42";"60";"60";"106";"285";"943";"1496"
"316910 TOLEDO";"77";"215";"275";"826";"984";"490";"2867"
"316920 TOMBOS";"130";"166";"199";"222";"291";"194";"1202"
"316930 TRES CORACOES";"1409";"2671";"2292";"8310";"7603";"4961";"27246"
"316935 TRES MARIAS";"409";"849";"755";"3885";"1975";"3313";"11186"
"316940 TRES PONTAS";"1078";"2696";"5867";"5105";"4117";"3957";"22820"
"316950 TUMIRITINGA";"92";"202";"217";"448";"562";"572";"2093"
"316960 TUPACIGUARA";"514";"687";"823";"1504";"1969";"1333";"6830"
"316970 TURMALINA";"787";"724";"1419";"2847";"2159";"3761";"11697"
"316980 TURVOLANDIA";"92";"189";"127";"361";"540";"289";"1598"
"316990 UBA";"1892";"2822";"2507";"4187";"7605";"8290";"27303"
"317000 UBAI";"223";"349";"226";"491";"593";"539";"2421"
"317005 UBAPORANGA";"157";"318";"383";"1226";"882";"911";"3877"
"317010 UBERABA";"9510";"14777";"15908";"29029";"20429";"16914";"106567"
"317020 UBERLANDIA";"23046";"39995";"29862";"86452";"78189";"52097";"309641"
"317030 UMBURATIBA";"77";"82";"123";"297";"143";"126";"848"
"317040 UNAI";"1385";"3949";"2793";"2881";"3614";"4117";"18739"
"317043 UNIAO DE MINAS";"96";"177";"217";"354";"263";"171";"1278"
"317047 URUANA DE MINAS";"62";"66";"218";"269";"131";"80";"826"
"317050 URUCANIA";"134";"339";"210";"680";"622";"644";"2629"
"317052 URUCUIA";"142";"246";"477";"1882";"1108";"2017";"5872"
"317057 VARGEM ALEGRE";"320";"420";"674";"426";"520";"431";"2791"
"317060 VARGEM BONITA";"31";"60";"37";"50";"89";"123";"390"
"317065 VARGEM GRANDE DO RIO PARDO";"72";"110";"102";"359";"402";"193";"1238"
"317070 VARGINHA";"2308";"5149";"5766";"9256";"11150";"9692";"43321"
"317075 VARJAO DE MINAS";"152";"265";"399";"533";"613";"884";"2846"
"317080 VARZEA DA PALMA";"765";"872";"1074";"1302";"2990";"2570";"9573"
"317090 VARZELANDIA";"393";"642";"537";"1547";"2014";"1194";"6327"
"317100 VAZANTE";"250";"506";"571";"1253";"1254";"2037";"5871"
"317103 VERDELANDIA";"221";"227";"225";"441";"476";"627";"2217"
"317107 VEREDINHA";"72";"126";"142";"169";"246";"199";"954"
"317110 VERISSIMO";"97";"83";"88";"194";"208";"298";"968"
"317115 VERMELHO NOVO";"81";"142";"257";"470";"207";"504";"1661"
"317120 VESPASIANO";"3183";"4172";"3700";"12433";"8051";"5562";"37101"
"317130 VICOSA";"1411";"2141";"2257";"4594";"5305";"3433";"19141"
"317140 VIEIRAS";"41";"78";"111";"305";"447";"176";"1158"
"317150 MATHIAS LOBATO";"110";"135";"108";"142";"330";"450";"1275"
"317160 VIRGEM DA LAPA";"182";"549";"290";"697";"570";"1222";"3510"
"317170 VIRGINIA";"112";"208";"531";"1439";"661";"1403";"4354"
"317180 VIRGINOPOLIS";"182";"448";"609";"1425";"981";"2202";"5847"
"317190 VIRGOLANDIA";"80";"152";"101";"395";"436";"275";"1439"
"317200 VISCONDE DO RIO BRANCO";"543";"1083";"896";"3442";"3001";"2608";"11573"
"317210 VOLTA GRANDE";"51";"137";"144";"203";"382";"353";"1270"
"317220 WENCESLAU BRAZ";"18";"58";"79";"264";"264";"132";"815"
"320010 AFONSO CLAUDIO";"390";"923";"570";"1998";"1507";"3947";"9335"
"320013 AGUIA BRANCA";"157";"277";"195";"1019";"929";"323";"2900"
"320016 AGUA DOCE DO NORTE";"188";"355";"375";"1016";"1312";"1762";"5008"
"320020 ALEGRE";"489";"949";"1269";"1532";"2442";"2889";"9570"
"320030 ALFREDO CHAVES";"161";"406";"353";"812";"1203";"794";"3729"
"320035 ALTO RIO NOVO";"160";"521";"341";"419";"735";"609";"2785"
"320040 ANCHIETA";"781";"1692";"1633";"3399";"2453";"2703";"12661"
"320050 APIACA";"134";"443";"241";"546";"316";"372";"2052"
"320060 ARACRUZ";"1841";"4765";"3155";"7865";"4463";"6665";"28754"
"320070 ATILIO VIVACQUA";"233";"487";"378";"1014";"1048";"1103";"4263"
"320080 BAIXO GUANDU";"501";"945";"772";"1840";"3421";"3045";"10524"
"320090 BARRA DE SAO FRANCISCO";"901";"2008";"1182";"3547";"2637";"3051";"13326"
"320100 BOA ESPERANCA";"247";"504";"470";"1411";"1117";"754";"4503"
"320110 BOM JESUS DO NORTE";"315";"554";"262";"859";"709";"818";"3517"
"320115 BREJETUBA";"493";"887";"404";"1222";"1501";"1304";"5811"
"320120 CACHOEIRO DE ITAPEMIRIM";"4464";"12525";"5839";"16765";"18768";"16857";"75218"
"320130 CARIACICA";"9069";"21448";"10856";"23558";"38628";"23792";"127351"
"320140 CASTELO";"995";"1316";"1723";"3769";"2294";"2521";"12618"
"320150 COLATINA";"2834";"7158";"3202";"5535";"7202";"3032";"28963"
"320160 CONCEICAO DA BARRA";"889";"878";"692";"1287";"3190";"2842";"9778"
"320170 CONCEICAO DO CASTELO";"301";"467";"399";"696";"651";"875";"3389"
"320180 DIVINO DE SAO LOURENCO";"72";"102";"90";"109";"290";"171";"834"
"320190 DOMINGOS MARTINS";"600";"1113";"1429";"3685";"2705";"5675";"15207"
"320200 DORES DO RIO PRETO";"113";"184";"152";"624";"478";"576";"2127"
"320210 ECOPORANGA";"280";"326";"504";"1490";"2017";"2471";"7088"
"320220 FUNDAO";"358";"862";"720";"2184";"2183";"782";"7089"
"320225 GOVERNADOR LINDENBERG";"240";"311";"291";"388";"1986";"1625";"4841"
"320230 GUACUI";"572";"987";"758";"1005";"2170";"2013";"7505"
"320240 GUARAPARI";"2548";"5145";"3697";"11740";"16533";"7913";"47576"
"320245 IBATIBA";"706";"911";"990";"3032";"3696";"4105";"13440"
"320250 IBIRACU";"174";"427";"302";"982";"965";"694";"3544"
"320255 IBITIRAMA";"202";"248";"240";"901";"568";"222";"2381"
"320260 ICONHA";"161";"347";"323";"1207";"1809";"1257";"5104"
"320265 IRUPI";"205";"486";"1619";"859";"1091";"322";"4582"
"320270 ITAGUACU";"218";"347";"434";"1666";"1472";"813";"4950"
"320280 ITAPEMIRIM";"886";"1125";"1063";"2444";"2563";"2967";"11048"
"320290 ITARANA";"138";"424";"443";"1245";"836";"642";"3728"
"320300 IUNA";"555";"621";"977";"2622";"1908";"1401";"8084"
"320305 JAGUARE";"784";"1317";"1365";"3593";"3040";"2377";"12476"
"320310 JERONIMO MONTEIRO";"324";"711";"613";"1413";"960";"1213";"5234"
"320313 JOAO NEIVA";"335";"517";"477";"1297";"1565";"1021";"5212"
"320316 LARANJA DA TERRA";"225";"164";"170";"1295";"1287";"768";"3909"
"320320 LINHARES";"4580";"10821";"5335";"7444";"9078";"13356";"50614"
"320330 MANTENOPOLIS";"249";"406";"440";"700";"1164";"1399";"4358"
"320332 MARATAIZES";"770";"1342";"1304";"3524";"3699";"3066";"13705"
"320334 MARECHAL FLORIANO";"394";"709";"1356";"1260";"1615";"2333";"7667"
"320335 MARILANDIA";"245";"535";"623";"1619";"1354";"4166";"8542"
"320340 MIMOSO DO SUL";"395";"520";"430";"2005";"1556";"1975";"6881"
"320350 MONTANHA";"391";"854";"712";"1581";"1433";"2377";"7348"
"320360 MUCURICI";"100";"185";"232";"805";"915";"1112";"3349"
"320370 MUNIZ FREIRE";"305";"514";"695";"4344";"1853";"2484";"10195"
"320380 MUQUI";"306";"757";"383";"1395";"1178";"1644";"5663"
"320390 NOVA VENECIA";"982";"1605";"1246";"4860";"4479";"6814";"19986"
"320400 PANCAS";"315";"583";"309";"773";"2780";"1979";"6739"
"320405 PEDRO CANARIO";"802";"1301";"1107";"2464";"2347";"1861";"9882"
"320410 PINHEIROS";"684";"809";"454";"1929";"1736";"3566";"9178"
"320420 PIUMA";"623";"487";"599";"2171";"1428";"834";"6142"
"320425 PONTO BELO";"121";"263";"278";"599";"1012";"1947";"4220"
"320430 PRESIDENTE KENNEDY";"199";"291";"515";"1150";"1202";"2149";"5506"
"320435 RIO BANANAL";"589";"1054";"1023";"1500";"1616";"3430";"9212"
"320440 RIO NOVO DO SUL";"193";"386";"304";"954";"1950";"923";"4710"
"320450 SANTA LEOPOLDINA";"392";"1982";"360";"1201";"1104";"98";"5137"
"320455 SANTA MARIA DE JETIBA";"659";"1314";"1103";"2061";"3177";"6380";"14694"
"320460 SANTA TERESA";"364";"608";"414";"1850";"2488";"3527";"9251"
"320465 SAO DOMINGOS DO NORTE";"130";"253";"341";"875";"1027";"881";"3507"
"320470 SAO GABRIEL DA PALHA";"732";"924";"856";"1930";"2054";"2150";"8646"
"320480 SAO JOSE DO CALCADO";"264";"370";"248";"840";"651";"606";"2979"
"320490 SAO MATEUS";"2692";"7146";"3688";"11419";"15713";"12284";"52942"
"320495 SAO ROQUE DO CANAA";"146";"258";"298";"310";"930";"1014";"2956"
"320500 SERRA";"15135";"39202";"21709";"50266";"51677";"48741";"226730"
"320501 SOORETAMA";"659";"964";"780";"1445";"3592";"2491";"9931"
"320503 VARGEM ALTA";"328";"604";"591";"1752";"2405";"3273";"8953"
"320506 VENDA NOVA DO IMIGRANTE";"642";"1345";"1033";"2404";"1734";"2494";"9652"
"320510 VIANA";"3362";"8842";"2610";"5221";"10657";"5419";"36111"
"320515 VILA PAVAO";"156";"312";"419";"1058";"861";"781";"3587"
"320517 VILA VALERIO";"260";"408";"710";"1154";"1102";"1237";"4871"
"320520 VILA VELHA";"14138";"16056";"16832";"42875";"58183";"36461";"184545"
"320530 VITORIA";"9415";"30289";"19792";"37881";"46584";"29862";"173823"
"330010 ANGRA DOS REIS";"4336";"5774";"3943";"5617";"9204";"6306";"35180"
"330015 APERIBE";"307";"385";"317";"283";"527";"529";"2348"
"330020 ARARUAMA";"5827";"5370";"1743";"5100";"6341";"3770";"28151"
"330022 AREAL";"292";"466";"379";"947";"605";"753";"3442"
"330023 ARMACAO DOS BUZIOS";"792";"3555";"1000";"2018";"1444";"3314";"12123"
"330025 ARRAIAL DO CABO";"1293";"533";"470";"561";"1048";"1235";"5140"
"330030 BARRA DO PIRAI";"4062";"1911";"1204";"2205";"3059";"5772";"18213"
"330040 BARRA MANSA";"3866";"3918";"4284";"6390";"7289";"9349";"35096"
"330045 BELFORD ROXO";"11653";"9639";"10350";"13498";"19984";"13266";"78390"
"330050 BOM JARDIM";"379";"716";"556";"776";"928";"1365";"4720"
"330060 BOM JESUS DO ITABAPOANA";"780";"823";"795";"1241";"1615";"2386";"7640"
"330070 CABO FRIO";"5494";"7194";"5993";"7278";"9551";"13989";"49499"
"330080 CACHOEIRAS DE MACACU";"1215";"1202";"1040";"2633";"1486";"3362";"10938"
"330090 CAMBUCI";"180";"306";"155";"684";"551";"466";"2342"
"330093 CARAPEBUS";"405";"498";"478";"409";"712";"846";"3348"
"330095 COMENDADOR LEVY GASPARIAN";"376";"332";"272";"388";"431";"941";"2740"
"330100 CAMPOS DOS GOYTACAZES";"16759";"21269";"17124";"29197";"27867";"17486";"129702"
"330110 CANTAGALO";"490";"657";"590";"1205";"734";"2783";"6459"
"330115 CARDOSO MOREIRA";"287";"160";"360";"868";"756";"1259";"3690"
"330120 CARMO";"234";"368";"380";"395";"920";"1243";"3540"
"330130 CASIMIRO DE ABREU";"853";"907";"605";"2478";"2071";"2726";"9640"
"330140 CONCEICAO DE MACABU";"669";"552";"428";"595";"750";"2489";"5483"
"330150 CORDEIRO";"399";"589";"552";"668";"1109";"3235";"6552"
"330160 DUAS BARRAS";"346";"361";"281";"283";"608";"913";"2792"
"330170 DUQUE DE CAXIAS";"23498";"33595";"19975";"39092";"61517";"25907";"203584"
"330180 ENGENHEIRO PAULO DE FRONTIN";"287";"266";"377";"479";"865";"989";"3263"
"330185 GUAPIMIRIM";"2310";"1658";"787";"3896";"2763";"5297";"16711"
"330187 IGUABA GRANDE";"569";"531";"904";"1193";"1314";"1593";"6104"
"330190 ITABORAI";"5122";"6142";"5175";"7976";"7017";"11806";"43238"
"330200 ITAGUAI";"5537";"4368";"4581";"8250";"7894";"10108";"40738"
"330205 ITALVA";"300";"461";"323";"389";"544";"614";"2631"
"330210 ITAOCARA";"681";"837";"621";"1063";"947";"1657";"5806"
"330220 ITAPERUNA";"1994";"2071";"2932";"5747";"4238";"6656";"23638"
"330225 ITATIAIA";"611";"948";"852";"1085";"1303";"1050";"5849"
"330227 JAPERI";"3002";"3046";"1770";"3949";"3008";"2918";"17693"
"330230 LAJE DO MURIAE";"204";"410";"257";"336";"205";"197";"1609"
"330240 MACAE";"8791";"11416";"9856";"7822";"6685";"1791";"46361"
"330245 MACUCO";"264";"273";"203";"394";"308";"466";"1908"
"330250 MAGE";"9156";"8974";"8273";"18970";"22518";"18905";"86796"
"330260 MANGARATIBA";"1072";"1670";"1174";"2175";"1489";"4234";"11814"
"330270 MARICA";"2734";"3518";"2583";"4568";"7410";"1769";"22582"
"330280 MENDES";"315";"534";"396";"363";"547";"781";"2936"
"330285 MESQUITA";"6230";"7072";"7663";"9837";"9552";"15319";"55673"
"330290 MIGUEL PEREIRA";"348";"592";"479";"1501";"1333";"1935";"6188"
"330300 MIRACEMA";"895";"698";"529";"884";"1193";"1422";"5621"
"330310 NATIVIDADE";"265";"444";"595";"468";"530";"801";"3103"
"330320 NILOPOLIS";"5442";"6310";"4022";"5634";"4319";"1351";"27078"
"330330 NITEROI";"10896";"16776";"10487";"20706";"25880";"8075";"92820"
"330340 NOVA FRIBURGO";"4989";"5249";"4458";"6532";"6923";"7800";"35951"
"330350 NOVA IGUACU";"23284";"30975";"22038";"17255";"31450";"22333";"147335"
"330360 PARACAMBI";"812";"1034";"1093";"1372";"1484";"2370";"8165"
"330370 PARAIBA DO SUL";"815";"1302";"1273";"1864";"2469";"2634";"10357"
"330380 PARATY";"1236";"1581";"929";"1245";"6090";"1208";"12289"
"330385 PATY DO ALFERES";"664";"1093";"1058";"786";"871";"1536";"6008"
"330390 PETROPOLIS";"6377";"9029";"6869";"8660";"17371";"18162";"66468"
"330395 PINHEIRAL";"525";"608";"969";"1671";"1423";"2961";"8157"
"330400 PIRAI";"464";"780";"891";"2073";"1671";"2045";"7924"
"330410 PORCIUNCULA";"453";"1954";"562";"898";"1528";"2235";"7630"
"330411 PORTO REAL";"426";"643";"661";"648";"1446";"2023";"5847"
"330412 QUATIS";"268";"337";"276";"369";"585";"656";"2491"
"330414 QUEIMADOS";"3709";"5669";"4411";"11341";"5379";"6814";"37323"
"330415 QUISSAMA";"406";"783";"655";"868";"1133";"1285";"5130"
"330420 RESENDE";"2841";"4593";"2834";"4830";"6420";"7501";"29019"
"330430 RIO BONITO";"1297";"2056";"1602";"1776";"2991";"2102";"11824"
"330440 RIO CLARO";"342";"535";"440";"1188";"875";"1721";"5101"
"330450 RIO DAS FLORES";"236";"173";"189";"550";"340";"696";"2184"
"330452 RIO DAS OSTRAS";"3564";"5447";"4013";"6350";"5589";"7576";"32539"
"330455 RIO DE JANEIRO";"214732";"278194";"204002";"262684";"312699";"424589";"1696900"
"330460 SANTA MARIA MADALENA";"172";"223";"149";"272";"646";"714";"2176"
"330470 SANTO ANTONIO DE PADUA";"919";"650";"575";"1299";"1181";"881";"5505"
"330475 SAO FRANCISCO DE ITABAPOANA";"1393";"1460";"1031";"1518";"2011";"2189";"9602"
"330480 SAO FIDELIS";"590";"1149";"668";"946";"1444";"2091";"6888"
"330490 SAO GONCALO";"19687";"31357";"21294";"37458";"62235";"30831";"202862"
"330500 SAO JOAO DA BARRA";"836";"1016";"1383";"2079";"2906";"3839";"12059"
"330510 SAO JOAO DE MERITI";"12832";"13440";"11484";"13888";"13455";"4240";"69339"
"330513 SAO JOSE DE UBA";"182";"240";"174";"278";"289";"612";"1775"
"330515 SAO JOSE DO VALE DO RIO PRETO";"344";"538";"522";"667";"1263";"2448";"5782"
"330520 SAO PEDRO DA ALDEIA";"1716";"2879";"2075";"753";"3216";"5426";"16065"
"330530 SAO SEBASTIAO DO ALTO";"147";"146";"159";"90";"309";"373";"1224"
"330540 SAPUCAIA";"326";"500";"562";"643";"834";"1790";"4655"
